,Company/Brand,HeadQuarter,Sector,What it does,Investor,Amount($),Stage,Year
2517,BookingJini,Gurugram,Hospitality,BookingJini strive to empower Hotels from all aspects ranging from customer outreach to automate their booking process and improve their online presence and revenue to stimulate Top-line and Bottom-line growth.,Mumbai Angels Network,1200000.0,Pre-series A,2021
2518,Sourcewiz,Gurugram,Information Technology & Services,Building a platform for exporters to digitize their workflows and help them grow and manage their business.,"Blume, Alpha Wave Incubation",3000000.0,Seed,2021
2519,Tvasta,Chennai,Mechanical Or Industrial Engineering,Developing new-age manufacturing and automation technologies that can increase human productivity by allowing deep personalization.,Habitat for Humanity International,400000.0,,2021
2520,Kafqa Academy,Bangalore,E-learning,"Kafqa Academy is a global performing arts academy that offers classes in dancing, singing, and speech & drama.","Global Founders Capital, Enzia Ventures, Better Capital",1300000.0,Seed,2021
2521,Trell,Bangalore,Social commerce,Trell is turning over a new leaf with the wave of digitalization sweeping across the nation,Amazon,100000000.0,,2021
2522,Storia,Mumbai,Food & Beverages,"Storia Foods and Beverages is committed to creating products that are natural, full of goodness and promote a healthy lifestyle.",Sixth Sense Ventures,6000000.0,Series A,2021
2523,Clear,Bangalore,Computer Software,India’s leading FinTech SaaS platform,"Kora Capital, Stripe, Alua Capital",75000000.0,Series C,2021
2524,Groww,Bangalore,Finance,Groww is on a mission to democratize access to financial services for millions of Indians responsibly.,Iconiq Growth,250000000.0,Series E,2021
2525,The Indus Valley,Chennai,Consumer Goods,Consumer GoodsThe Indus Valley is a Direct to Consumer (D2C) healthy kitchenware brand.,"Rukam Capital, DSG Consumer Partners, The Chennai Angels",1100000.0,,2021
2526,BharatPe,New Delhi,Financial Services,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",MAS Financial Services,10000000.0,,2021
2527,Teachmint,Bangalore,E-learning,Teachmint is an education infrastructure provider and India’s largest teaching platform.,"Rocketship.vc, Vulcan Capital",78000000.0,Series B,2021
2528,Porter,Bangalore,Logistics & Supply Chain,Porter is India's Largest Marketplace for Intra-City Logistics.,"Tiger Global, Vitruvian Partners",100000000.0,Series E,2021
2529,O4S,Gurugram,Information Technology & Services,O4S SaaS helps Consumer Brands to Digitize and Automate their Supply Chain thereby increasing Sales and Performance.,"Think Investments, Venture Highway",6000000.0,Series A,2021
2530,Wobb,Gurugram,Marketing,The platform for marketers to find and work with influencers,"Alok Kohli, Sanjeev Bhargava",200000.0,Pre-seed,2021
2531,BASIC Home Loan,Gurugram,Financial Services,BASIC Home Loan is India's first automated platform for secured lending with special focus on the affordable housing segment.,"Venture Catalysts, Gruhas Proptech",3500000.0,Series A,2021
2532,Siply,Bangalore,Financial Services,"A tech-enabled micro-savings platform, for the underserved masses, that makes it possible to save starting at Re. 1","LetsVenture, AngelList India, Founder's Room Circle",3200000.0,Pre-series A,2021
2533,BankSathi,New Delhi,Financial Services,"BankSathi is a Fintech platform to empower consumers to save money and time on financial products through safe, easy, and trustable shopping experience.","Dinesh Godara, Anuj Ahuja, Aditya",500000.0,,2021
2534,Gramophone,Indore,AgriTech,"Create a difference in farming by bringing timely information, technology and right kind of inputs to achieve better yields for farmers.",Z3Partners,10000000.0,,2021
2535,Healofy,Bangalore,Femtech,Healofy was created with a mission to experience special motherhood through its products and its inexhaustive and evergrowing babycare tips,"Celesta Capital, Omidyar Network India",6000000.0,Series B,2021
2536,E42,Pune,Computer Software,E42 is the world’s leading Natural Language Processing- based AI platform driving enterprise cognition across processes.,Pavestone Ventures,5400000.0,Series A,2021
2537,Spottabl,Bangalore,Human Resources,Spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model.,"LetsVenture, Paradigm Shift VC, Binny Bansal",400000.0,Seed,2021
2538,DeHaat,Gurugram,Information Technology & Services,DeHaat™ is one of the fastest growing start-ups in Agri Tech sector and one of the very few companies providing end-to-end solutions and services to the farming community in India.,"Sofina, Lightrock India, Temasek",115000000.0,Series D,2021
2539,Shumee,Bangalore,Retail,"An Indian, mom-made toy brand passionate about making playtime development-friendly, child-safe, and sustainable. Our design philosophy is that play is 90% child and 10% toy.",Dia Mirza,3500000.0,,2021
2540,Zolve,Bangalore,Financial Services,World's first cross-border Neobank,DST Global,40000000.0,Series A,2021
2541,Instoried,Bangalore,Computer Software,"The platform helps content writers in e-commerce, news, FMCG, and other verticals to optimize emotions in their marketing content.","Pritt Investment Partners, 9Unicorns",8000000.0,,2021
2542,SportZchain,Mumbai,sports,SportZchain is India's first blockchain based platform poised to disrupt a multi-billion dollar fan engagement industry.,"Darq Capital, Jagadeesh Atukuri",400000.0,Pre-seed,2021
2543,Hypto,Chennai,Tech startup,The next generation of web services that democratize access to finance for developers and businesses.,Stellaris Venture Partners,3000000.0,Seed,2021
2544,CHUPPS,Mumbai,Foootwear,D2C footwear brand,Venture Catalysts,1100000.0,Pre-series A,2021
2545,Zenduty,Bangalore,Computer Software,"Next-generation end-to-end incident response platform for SREs, DevOps, ITOps and Support teams",StartupXseed Ventures,1900000.0,Pre-series A,2021
2546,R for Rabbit,Ahmedabad,Consumer Goods,The concept of R for Rabbit was conceived after the founder of the company was blessed with a baby.,Xponentia Capital Partners,5000000.0,,2021
2547,Acko,Bangalore,Insurance,ACKO is India’s first and fastest growing InsurTech company which makes buying and using insurance effortless.,"General Atlantic, Multiples",255000000.0,Series D,2021
2548,LoveLocal,Mumbai,Retail,LoveLocal (formerly known as m.Paani) is bringing Trusted Local Shops Online and empowering them to deliver the neighbourhood shopping experience of the future.,Vulcan Capital,18000000.0,Pre-series B,2021
2549,SupplyNote,Noida,Food & Beverages,"SupplyNote is Cloud based web and mobile enabled suite connecting outlets, service providers and suppliers.",Venture Catalysts,1200000.0,Pre-series A,2021
2550,Vakilsearch,Chennai,Legal Services,"India's largest Legal, Compliance & Tax services platform, and trusted partner in making legal simple!",InCorp India,10000000.0,,2021
2551,Cloudphysician,Bangalore,Hospital & Health Care,Cloudphysician is a healthtech company that is transforming the delivery of critical care.,Elevar Equity,4000000.0,Pre-series A,2021
2552,Wiggles.in,Pune,Veterinary,Wiggles India is a preventative healthcare brand for all things pets!,Anthill Ventures,5500000.0,Pre-series A,2021
2553,Avanti Finance,Bangalore,Financial Services,A digital platform to make financial services accessible to 100 million unserved and underserved households across India,"Oikocredit, Nomura, The Bill & Melinda Gates Foundation",15000000.0,Series A2,2021
2554,Vanity Wagon,New Delhi,Consumer Goods,Vanity Wagon is India's first true information oriented clean beauty marketplace.,Inflection Point Ventures,700000.0,Pre-series A,2021
2555,Purplle,Mumbai,E-commerce,Purplle.com is one of India’s largest e-beauty destinations with more than 7 million monthly active users.,Kedaara,70000000.0,,2021
2556,Wallmantra,Noida,Arts & Crafts,WallMantra is a well reputed wall decoration online store in India.,Velocity,3500000.0,,2021
2557,MFine,Bangalore,Hospital & Health Care,"MFine aims to make access to trusted healthcare simple, fast, and effective.","Moore Strategic Ventures, BEENEXT",48000000.0,Series C,2021
2558,Aquatein,Mumbai,Food & Beverages,India's First Protein Water in 21g and 10g Variants with BCAA.,Eaglewings Ventures,3500000.0,Seed,2021
2559,Mentza,Mumbai,E-learning,"Make great conversations accessible to everyone through a vibrant, small, safe, and easy real-time audio platform",Inflection Point Ventures,400000.0,Seed,2021
2560,ConnectedH,Gurugram,Hospital & Health Care,Connect different sectors of healthcare system and give the patients complete control over their information.,"Kalaari Capital, Incubate Fund India",2300000.0,Seed,2021
2561,CredAvenue,Chennai,FinTech,CredAvenue is an organization on a mission to deepen and power the $120Trillion global enterprise debt market which would unlock a GDP multiplier and thus create massive economic value.,"Sequoia Capital, Lightspeed, TVS Capital Funds",90000000.0,Series A,2021
2562,Vedantu,Bangalore,E-learning,Vedantu is a LIVE online learning platform that brings together students and teachers to achieve best results.,ABC World Asia,100000000.0,Series E,2021
2563,Exotel,Bangalore,Telecommunications,"Asia's largest customer engagement platform, streamlining customer interactions for Swiggy, Ola, Flipkart, GoJek etc.","IIFL AMC, Sistema Asia Fund, CX Partners, Singularity Growth Opportunities Fund",35000000.0,Series C,2021
2564,Fantasy Akhada,Gurugram,sports,Fantasy Akhada is one of India's fastest growing Fantasy Sports Platform.,Prime Securities Limited,2000000.0,Series A,2021
2565,Meesho,Bangalore,Social commerce,Meesho is India’s largest marketplace for longtail products.,"Fidelity, B Capital",570000000.0,,2021
2566,PumPumPum,Gurugram,Automotive,Pumpumpum is empowering millennials with a smart car subscription model. We provide monthly subscription of pre-owned cars at affordable rates.,LC Nueva AIF,3500000.0,,2021
2567,Cusmat,Hyderabad,Computer Software,CUSMAT is India’s largest immersive skilling and training platform.,We Founder Circle,100000.0,Pre-series A,2021
2568,Homeville,Mumbai,Information Technology & Services,A technology company focused on helping people buy their first home with down payment assistance at zero interest cost.,"9Unicorns, Varanium NexGen Fund",7000000.0,,2021
2569,Coinshift,Chandigarh,Blockchain,CoinShift helps businesses and decentralised autonomous organisations (DAO's) manage their crypto easily,"Sequoia Capital, Sandeep Nailwal",2500000.0,Seed,2021
2570,Strip Finance,Hyderabad,Financial Services,Collateralised NFT & DeFi Liquidity Protocol With Interest Rate Discovery.,"Old Fashion Research, Nothing Research, Tenzor capital",400000.0,Seed,2021
2571,Ola Electric,Bangalore,Automotive,Charging ahead to accelerate the world’s transition to sustainable mobility.,"Falcon Edge, Softbank",200000000.0,,2021
2572,Kolo,Bangalore,Construction,Home construction app for finding ideas and service providers near you,Better Capital,550000.0,Pre-seed,2021
2573,Chqbook,Gurugram,FinTech,"Chqbook.com is India’s first neobank for small business owners offering world-class financial services through its five pillars of banking, khata, lending, insurance, and rewards.","Aavishkaar Capital, Rajiv Dadlani Group",5000000.0,Pre-series B,2021
2574,My3DSelfie,Guwahati,Arts & Crafts,World's first to create 3d figurine from photos,"NEVF, AccelNest",3500000.0,Pre-series A,2021
2575,EV Plugs,Gurugram,Information Technology & Services,EV charging station aggregator platform,,150000.0,,2021
2576,Rulezero,Bangalore,Financial Services,"Rulezero is a legal/fintech startup reimagining private markets by building an intelligent platform that enables stakeholder participation and capital flow in a transparent, efficient and compliant manner.",The Treasury,2500000.0,Seed,2021
2577,CredRight,Hyderabad,Financial Services,"CredRight is a new age digital lending company 100% focused on Micro & Small businesses, making the process of availing loans simple","9Unicorns, Spearhead Capital, Venture Catalysts",2700000.0,,2021
2578,Karbon Card,Bangalore,FinTech,"Empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits, no personal liability and no fixed deposit.","Ramp, Rainfall Ventures, Roka Works, Y Combinator",12000000.0,Pre-series A,2021
2579,Auntie Fung,Bangalore,Food & Beverages,Serving delectable and eclectic pan-Asian fare to all foodies in a quick-service & healthy format,India Angel Network,400000.0,,2021
2580,ePayLater,Mumbai,Financial Services,ePaylater is a payment solution that aims to separate the experience of shopping from the hassles of payment process.,"Responsibility, Blue Ashva Capital, Pravega Ventures",10000000.0,Series B,2021
2581,Fittr,Pune,"Health, Wellness & Fitness","FITTR’s mission is to reach out to 50 million people and make them fit, create jobs in the fitness industry, teach people how easy it is to stay fit and move together as a Wolfpack.","Dream Capital, Elysian Park Ventures",11000000.0,Series A,2021
